Traffic_Source,Time_Spent_on_Funnel_Stages,Bounce_Rate,Interactions,Number_of_Visits_Before_Conversion,Cart_Abandonment_Rate,Purchase_History,Device_Type,Time_of_Day,Discount_Usage,Loyalty_Score,Noise_Feature_1,Noise_Feature_2,Conversion
Direct,8.897599298266687,0.4179421138238633,5,1,0.4090100632556767,No,Mobile,Evening,Yes,5.817465543594875,0.7634986849868859,0,1
Organic Search,6.129209359002083,0.26796718267728803,2,4,0.4118312057235487,No,Mobile,Evening,Yes,5.033779782424691,0.6635536175217419,40,1
Paid Ads,8.250036052925276,0.39584256322181977,5,2,0.4614066631093343,No,Desktop,Afternoon,No,0.0,0.37174528425446474,20,0
Paid Ads,6.999859833177003,0.7278594270414552,8,4,0.3066815560524777,No,Mobile,Evening,No,6.227812128955262,0.052402566476842716,27,1
Direct,7.005501835101457,0.5737308116873256,6,1,0.5508046232405209,Yes,Mobile,Morning,Yes,3.494071007675185,0.29041227350041543,56,1
Direct,8.24108697788909,0.4407384556952919,4,1,0.4098225175168602,No,Mobile,Morning,No,6.422845845550158,0.16282021805013125,42,1
Paid Ads,8.12156882695103,0.5847948668335191,6,1,0.44034950691452796,No,Desktop,Night,No,3.0717674236644084,0.26570771572994256,10,0
Social Media,10.283522117154916,0.5091221326761657,7,6,0.6278163471266538,No,Desktop,Afternoon,Yes,5.207819950895248,0.24759367505960483,81,1
Direct,7.638070897610495,0.4792555079773744,6,2,0.5603488440203704,No,Desktop,Night,Yes,4.415389483676526,0.9049704912464931,46,1
Organic Search,6.95034395263099,0.5961126517983071,5,2,0.7302687040758757,No,Tablet,Afternoon,No,6.745446782742138,0.2716454871357389,61,1
Organic Search,7.457577664738322,0.5034055289649516,9,3,0.750368644930897,No,Desktop,Evening,No,3.2232264854163333,0.24491992312827737,49,1
Paid Ads,5.856007649477022,0.5717102940206757,4,3,0.4245280271233226,No,Mobile,Afternoon,No,3.757850121878715,0.7371966905592399,29,1
Direct,6.920266719299986,0.43227740992690183,6,4,0.5306100127667479,Yes,Mobile,Evening,Yes,3.9386274272645947,0.7117627667995136,53,1
Direct,14.093476139219693,0.3491748353619793,5,3,0.5683876363597635,No,Mobile,Afternoon,No,8.11956895339506,0.5473183086703135,24,1
Paid Ads,5.261963717912399,0.29036742421197026,5,9,0.38152200959234656,Yes,Mobile,Evening,Yes,3.6061500578243297,0.017761570000972227,84,1
Direct,7.164030998362072,0.2665380789058083,3,5,0.31035128443256993,Yes,Mobile,Afternoon,Yes,5.739236614743462,0.45761928356085413,94,1
Organic Search,6.837534010190929,0.07896591151169352,6,4,0.6529376018357997,Yes,Desktop,Afternoon,No,7.823679787843114,0.9730573467935117,57,1
Organic Search,7.258485163266801,0.2176120106376671,10,4,0.7313353029522095,No,Tablet,Evening,No,2.1672276847421212,0.5315958731638144,8,1
Organic Search,7.006282073364815,0.21182929408356377,6,3,0.3381737366855294,Yes,Tablet,Evening,Yes,5.293057845951805,0.01208155875607353,44,1
Organic Search,8.837720303663,0.2985309608031928,5,2,0.5491170042042123,No,Desktop,Evening,No,2.577224578200642,0.33482762752601347,6,1
Organic Search,2.869474695824617,0.7124488421276582,5,4,0.3727073106736979,No,Mobile,Night,No,4.377309123200805,0.8283240123001119,66,0
Direct,11.111514417596013,0.3684876088892446,9,1,0.3863275706085354,No,Mobile,Night,No,4.049876089678728,0.7964373540677242,43,0
Organic Search,9.897748398926591,0.44835337797686203,7,1,0.42476136212866156,Yes,Mobile,Afternoon,No,3.8886554104974893,0.4481446556182541,6,1
Paid Ads,4.271385241810596,0.45466392890238544,5,2,0.6503809430072922,Yes,Desktop,Afternoon,No,5.529546133732076,0.806271940368225,60,1
Paid Ads,1.192768181142796,0.7175161825684734,7,3,0.5892251483498141,No,Tablet,Afternoon,Yes,5.682692907491941,0.6395656808766361,40,0
Direct,5.068783561575796,0.2848829092309417,6,1,0.682061430133682,Yes,Mobile,Evening,Yes,4.3564540598823225,0.8928990105702254,88,1
Direct,7.272000615718633,0.3554955839483877,5,4,0.5173373610620736,No,Mobile,Evening,No,6.051923712383374,0.5623077104116424,92,1
Direct,15.740875696072326,0.37876012564516337,6,1,0.22495170903046935,Yes,Desktop,Evening,No,7.7113614109774264,0.9643725728695859,47,1
Organic Search,9.629770894922821,0.6273069711549537,5,2,0.75086721661876,Yes,Mobile,Afternoon,No,7.724592628841421,0.9667896140270715,57,1
Organic Search,2.577231052455627,0.668821138750891,6,1,0.6811396834514403,No,Mobile,Afternoon,No,1.5843261055896307,0.5192941073202421,16,0
Organic Search,5.931033485297168,0.4949167639387889,3,3,0.059640953862460544,No,Mobile,Afternoon,No,5.731214888386737,0.5996185669226292,53,0
Direct,7.84036269118105,0.646581874812376,8,6,0.44515684047602866,No,Mobile,Evening,Yes,2.09743455772239,0.3270577002924031,77,0
Direct,8.761050662894291,0.4355321992937979,3,3,0.4781446772582783,No,Mobile,Afternoon,No,3.8184650788971193,0.2557524327150109,65,1
Organic Search,4.055753419068731,0.36547935047663554,3,5,0.6188205893853922,Yes,Desktop,Afternoon,No,3.6284834741019614,0.3105627896000831,39,1
Organic Search,7.595029316068816,0.6357448173171244,4,5,0.6750639897766725,No,Mobile,Night,Yes,4.1354319085472975,0.9596687622344874,65,1
Direct,5.847082587168378,0.49752353504675956,6,2,0.5997591739417826,Yes,Desktop,Night,Yes,7.343570334411314,0.7524506724260003,19,1
Organic Search,4.688724312193051,0.25289386681848364,4,4,0.4868027987055638,No,Mobile,Afternoon,Yes,6.277996036080612,0.9988570928981945,65,1
Direct,8.778786940096861,0.5994841876248702,5,1,0.24400497976010171,No,Mobile,Evening,Yes,4.230034710150321,0.2926019672033998,80,1
Paid Ads,10.321631520328467,0.3583014737959441,6,2,0.9239726166205513,No,Desktop,Afternoon,No,4.262423902059729,0.6026137409289917,99,0
Paid Ads,10.523123830884858,0.3338352954551591,3,3,0.8153533816963516,No,Desktop,Evening,Yes,6.320332169787238,0.23178707348574257,29,1
Direct,9.723159053401629,0.5786008736399425,5,1,0.7238446991514274,Yes,Mobile,Afternoon,No,4.89076912266626,0.9396282617305699,46,1
Direct,6.5078914005792114,0.3822335718310174,6,3,0.8043335695227112,No,Tablet,Night,No,1.9003958545857316,0.493986460856607,5,1
Organic Search,10.143649284390516,0.47779170720805797,6,1,0.30001536297103126,No,Desktop,Evening,Yes,0.0,0.12504321073529323,57,1
Direct,8.927163314312864,0.53238791681416,8,4,0.644554358764202,No,Mobile,Afternoon,No,3.0901430148739184,0.1406634860789836,67,0
Organic Search,8.40182564885604,0.24341138414552313,8,1,0.6622910266471843,No,Mobile,Afternoon,No,5.418368040702203,0.4803010502542334,70,1
Paid Ads,6.164920634894605,0.4769701129364404,4,1,0.12595478674307092,No,Mobile,Evening,No,3.964285916403698,0.5473381929225257,60,0
Organic Search,6.5093716179754155,0.6698946210523248,5,3,0.6027025104441298,No,Desktop,Morning,No,5.741116181535428,0.6873765782166849,2,1
Paid Ads,8.221660808373661,0.20870657125207798,4,1,0.34401174030019377,No,Tablet,Afternoon,Yes,3.8894019167180387,0.8863795886090461,2,1
Organic Search,15.319623400956505,0.4899817777662456,6,6,0.6021511873982176,Yes,Desktop,Morning,No,5.5969681391686805,0.37147937212039883,53,1
Direct,8.90372744027417,0.2341064530839425,4,1,0.661783607135149,No,Mobile,Morning,Yes,2.648300587865596,0.6258436091823368,35,0
Paid Ads,6.166434493249142,0.6042795367680797,6,1,0.5006302304019087,No,Mobile,Afternoon,Yes,4.184127447260516,0.46223588583199915,55,0
Organic Search,5.502831665091671,0.6023811167499543,4,3,0.7032295114032687,No,Mobile,Afternoon,Yes,5.923964934356611,0.3172691600169242,15,1
Organic Search,6.524700162031392,0.3291355319501803,5,6,0.7052799818548259,No,Mobile,Afternoon,No,3.384929024177685,0.10757039092040865,42,1
Direct,14.531880342647197,0.8419257304381725,4,1,0.30548817735235856,No,Desktop,Afternoon,Yes,6.686033247727788,0.4300062937906096,6,1
Direct,6.8022300621621135,0.621325061827457,5,1,0.1542221695851273,No,Mobile,Morning,Yes,6.040945225588539,0.6853604528720313,77,0
Social Media,10.720611603830855,0.5413857970272339,3,1,0.23941549549004604,No,Desktop,Evening,No,5.3856430681504,0.08779886521362679,36,0
Direct,6.872215263585931,0.5301221792212272,6,6,0.8822839470914114,No,Mobile,Afternoon,No,6.830692212096841,0.22890276553730304,64,1
Social Media,8.783553623838886,0.5967853818412447,8,4,0.27319110099645066,No,Mobile,Evening,No,3.909641052360461,0.8651230225355843,40,1
Social Media,10.375235822026166,0.200871518551168,3,1,0.4434263447163478,No,Mobile,Morning,No,5.793591346063329,0.03333362922058658,27,1
Paid Ads,6.284291450570228,0.4389215196922049,4,5,0.5188115395463118,No,Mobile,Afternoon,No,3.528883810228585,0.577970259032535,69,1
Organic Search,6.076665037541691,0.4766380770754655,8,3,0.29824019427800985,No,Desktop,Evening,Yes,3.4986030513416972,0.22565615288432372,5,1
Organic Search,12.97660908336599,0.319972787339488,3,3,0.44955847387907805,No,Mobile,Afternoon,Yes,2.898102926374701,0.7235330356668123,87,1
Paid Ads,10.953778684687391,0.49295905388879313,5,3,0.08211685510960254,Yes,Mobile,Afternoon,No,7.270667796689068,0.8013638437901064,33,1
Direct,10.372016956072184,0.6463388600868012,2,1,0.7327943805629977,No,Mobile,Night,Yes,3.0281666695778027,0.3512337868054539,33,1
Organic Search,10.361828879368742,0.31564618244681875,4,3,0.6273888555192569,No,Mobile,Afternoon,Yes,3.0459337737560137,0.5031089219375063,93,0
Organic Search,9.378726464933196,0.3891151399257389,3,2,0.7992093987939551,Yes,Desktop,Night,No,5.940955104387282,0.1589439759278345,48,1
Organic Search,14.053327439525194,0.2358829408292111,6,8,0.42622442180915276,No,Mobile,Night,Yes,4.044203665846523,0.7384575540869517,56,1
Organic Search,8.13172490563147,0.04260219803784154,2,6,0.43247125599610153,No,Mobile,Afternoon,Yes,6.710366544348268,0.5745893480764152,83,1
Organic Search,9.731787101602759,0.5557864361041023,3,2,0.5536151888458789,No,Desktop,Afternoon,Yes,3.191048357929204,0.12856990046503114,69,1
Organic Search,3.647261214217963,0.3948532410321505,1,3,0.4116210985687343,No,Mobile,Afternoon,No,3.890348205724436,0.1536607372573412,53,0
Paid Ads,5.525117940226277,0.40951588343055756,12,1,0.3638602454162351,No,Mobile,Afternoon,Yes,5.174143057020786,0.27698843753178337,2,1
Direct,4.397543000494879,0.2026452763652946,6,3,0.11711896894778534,No,Desktop,Afternoon,Yes,2.3440011840872312,0.4515325605725333,81,0
Social Media,11.822190750548447,0.36289929419276185,6,1,0.87363456485884,No,Mobile,Afternoon,No,2.5463652998994326,0.8305231359627152,52,0
Organic Search,1.0,0.6193187578364248,5,1,0.33044923874558974,No,Desktop,Evening,Yes,1.4183023604875054,0.12984559024557374,94,0
Paid Ads,6.793069931741832,0.40016426735589206,3,4,0.47329500829125803,No,Mobile,Afternoon,No,8.160595518784486,0.8965974435529588,30,1
Organic Search,1.0,0.40583675161108257,6,1,0.4164755345105583,No,Desktop,Afternoon,Yes,3.1279580573242782,0.8638791141152327,61,1
Paid Ads,5.50613631355433,0.44150565557268456,3,1,0.4703372092342006,No,Mobile,Afternoon,Yes,4.512668691021512,0.30137686992572876,81,0
Direct,6.527153150804401,0.1527235743187088,3,1,0.34226397512966117,No,Desktop,Morning,No,3.953769430779903,0.9506955326212567,5,0
Paid Ads,12.154613281382133,0.5249840928204714,8,2,0.4278366336981698,No,Desktop,Afternoon,No,4.952353937969735,0.40445680091514036,17,1
Direct,9.189883817664372,0.1489603770168339,5,5,0.878669033737628,Yes,Mobile,Evening,Yes,6.163735906071799,0.45456752184714166,60,1
Paid Ads,5.500575430013101,0.21207688374419476,6,5,0.6472156285301122,No,Mobile,Evening,Yes,5.010440171319048,0.45657527854088953,30,1
Social Media,11.197891159195478,0.19015704619856708,7,2,0.25140554263252635,No,Desktop,Night,No,2.799764797482415,0.422542983405528,3,0
Direct,8.053496763589273,0.3649550066738909,4,5,0.3997743301629079,Yes,Mobile,Night,No,4.145132734303877,0.1154938762288309,98,1
Direct,8.112700576121757,0.3295094592924285,7,2,0.2540109050951766,Yes,Mobile,Afternoon,No,7.073924417021793,0.33916465343161695,92,1
Paid Ads,4.391985476684024,0.3997549923383491,4,3,0.19846953580637483,Yes,Desktop,Morning,No,6.698655433046783,0.6225043504145402,44,1
Direct,5.029958858290582,0.21894876804471136,4,2,0.691601302074755,No,Mobile,Evening,Yes,5.1734921002790895,0.6484916981273884,52,1
Paid Ads,5.524708100163426,0.6010990640612757,4,4,0.46193512154236394,No,Mobile,Morning,No,8.944394029630669,0.3089664760410622,35,0
Direct,8.13938381946257,0.5668055137452662,3,1,0.7647805899490179,No,Mobile,Evening,No,6.3967338295065534,0.2767752992169632,80,0
Direct,8.233657180942025,0.36523729742165595,5,2,0.32320875154574324,Yes,Mobile,Evening,No,5.68353630341486,0.3022218683777994,59,0
Social Media,12.632277990572135,0.30432665668241243,5,5,0.7220104969838079,Yes,Desktop,Morning,No,7.345358218940638,0.4531066803598366,83,1
Organic Search,9.155165503813503,0.2841285013309601,9,2,0.5048853710124689,No,Desktop,Evening,Yes,3.8564789217963167,0.5154299364279011,83,1
Paid Ads,1.0,0.33797100099786415,6,1,0.49164282835968837,No,Tablet,Afternoon,No,8.734895602143181,0.833806072238616,96,0
Organic Search,8.787925963615072,0.11995095424976471,4,1,0.7013296589755261,No,Mobile,Afternoon,No,4.516664833334728,0.620158045695158,50,1
Organic Search,3.6499509314974015,0.2080785375576319,7,4,0.5560728043157996,No,Desktop,Morning,Yes,6.9651382041538294,0.030970224635411547,81,1
Organic Search,5.1020872261653905,0.5720240783969933,5,1,0.5494232667465209,No,Desktop,Afternoon,Yes,2.5434002119886254,0.35264911628646345,46,1
Organic Search,5.56349158482101,0.46036249721517375,6,6,0.6338238382090987,Yes,Mobile,Afternoon,Yes,6.263624566714925,0.6419280555716301,65,1
Organic Search,6.0099850294630945,0.7268548971953062,2,4,0.014138058832050215,No,Desktop,Evening,No,5.144293106778786,0.8929824142710568,68,0
Organic Search,3.8745518238790906,0.34016096996613576,4,1,0.6229475111853128,Yes,Mobile,Afternoon,Yes,6.946733695176172,0.30112028869143825,5,1
Organic Search,8.610446010356863,0.32769735457862653,7,3,0.3932409687358189,Yes,Mobile,Evening,Yes,4.540153244821652,0.9818501652380311,41,1
Direct,3.7675931447271225,0.3184202150912704,6,1,0.2722629665080804,No,Mobile,Afternoon,No,4.707291234093164,0.022442961413998708,90,0
Paid Ads,9.07000282174954,0.3361671033563663,2,4,0.3822978577667237,No,Mobile,Afternoon,No,8.708183179207186,0.08082999745355945,23,1
Direct,14.71091323118489,0.2680091973706804,2,2,0.34509339081486134,Yes,Mobile,Evening,Yes,0.17701187317325928,0.4642846957917317,68,1
Organic Search,4.011922823197809,0.45419764293744,5,7,0.8143931178017301,No,Mobile,Afternoon,No,8.379587865854184,0.4603700438348015,86,0
Direct,7.146469086982334,0.4058208134296823,3,7,0.3283312404442029,No,Desktop,Afternoon,Yes,8.674943470369076,0.1829400668302662,83,1
Organic Search,1.0,0.2980170996323455,9,1,0.6053464006267221,No,Desktop,Night,No,5.440774184720723,0.6419795934639431,90,0
Paid Ads,7.097194121089601,0.6502297826037805,1,2,0.6133283396669202,Yes,Mobile,Evening,Yes,7.020799874355123,0.855326278478425,36,1
Direct,9.928151457894451,0.7793165844972615,3,4,0.4178157869813073,No,Desktop,Afternoon,Yes,0.23040949279482703,0.8855127563771937,9,1
Direct,10.161917694071802,0.6333154411146802,8,1,0.3669904319673317,No,Mobile,Morning,Yes,0.4380755693230789,0.9168320650544538,0,1
Direct,8.232091190852291,0.511624802616679,1,1,0.4935581792103002,Yes,Tablet,Afternoon,Yes,3.152723705214708,0.7040782490728538,76,1
Organic Search,10.667790274276928,0.5523539452527548,6,1,0.32875761783204305,Yes,Desktop,Morning,Yes,7.629217851126985,0.6115621894809185,99,1
Paid Ads,15.638163607828375,0.7712831035652671,3,1,0.34355027053934273,Yes,Mobile,Evening,Yes,0.9321115664647683,0.01201344360924339,3,0
Direct,13.136914062312798,0.5520638631518848,9,4,0.7047413817973693,No,Mobile,Afternoon,Yes,5.244391588032774,0.13006422569429477,24,1
Paid Ads,6.43243721177109,0.28296282948014306,5,3,0.8487374868079278,Yes,Mobile,Afternoon,No,4.688426708247794,0.5692749337464873,79,1
Organic Search,3.646688040599784,0.4784545053301097,9,1,0.5026513219032771,No,Mobile,Evening,No,5.4162252459648235,0.11173724030680965,27,1
Organic Search,6.781545750278589,0.5252488532126636,3,4,0.23042517529881085,No,Mobile,Morning,Yes,1.4236329226885056,0.46847458454482294,77,0
Social Media,5.159051703147956,0.20105654519281604,4,1,0.7404838425188206,No,Mobile,Evening,Yes,6.514458773558889,0.07329387268361998,56,1
Organic Search,9.354042643593898,0.34301383627136445,2,2,0.6023493695709475,No,Desktop,Evening,No,7.1870622316152915,0.2644748915934101,64,1
Organic Search,4.456419381711505,0.6200783648110932,3,3,0.7136426441337609,No,Tablet,Morning,Yes,10.0,0.7825202206260543,55,1
Direct,7.781532702228974,0.03530145299008275,3,1,0.4200289949163622,No,Mobile,Evening,Yes,0.38334909371559256,0.21282842211531772,88,1
Direct,10.51404216360893,0.1499142909918812,2,4,0.7056838327647363,No,Desktop,Evening,No,1.479093389030501,0.5317560257280053,88,1
Direct,7.697912381548469,0.3647185892743345,6,4,0.44119699377851507,No,Mobile,Evening,Yes,0.8577878398185419,0.7465679622858504,4,1
Direct,5.161058531756611,0.47073591910114093,2,3,0.32432791160953356,No,Mobile,Evening,Yes,2.251211212930665,0.27465490191290276,18,0
Organic Search,11.524442172757075,0.1284735110102186,2,1,0.26695207517459546,Yes,Tablet,Morning,No,4.934555974099347,0.253249881286321,32,1
Organic Search,2.3630571657385184,0.37464214966681175,6,1,0.49640543898752204,No,Tablet,Morning,No,5.835685112813712,0.5443398451371128,8,0
Organic Search,7.016614832367611,0.6307537078177133,2,2,0.8851946020529371,No,Desktop,Afternoon,Yes,0.7555014099663495,0.08962254363787392,9,0
Direct,7.875019929855996,0.41373029141485673,8,1,0.6472271595968893,Yes,Mobile,Night,No,2.574749746212543,0.6844720062136912,34,0
Direct,8.047725975198894,0.5878177887262261,5,3,0.3460546248280837,No,Mobile,Morning,Yes,5.104664186408835,0.14598265288556778,34,1
Organic Search,8.541488168234244,0.28157717573299934,2,5,0.45343811537004525,No,Mobile,Afternoon,Yes,4.219909362347798,0.048214164896291045,8,1
Social Media,9.83131945942848,0.23801662864216366,5,4,0.8205742446606865,No,Desktop,Evening,Yes,3.9462622414327884,0.3990595763405592,49,1
Direct,7.893777682863948,0.5697747660570095,6,2,0.5974594080857224,No,Mobile,Afternoon,No,5.538676575621329,0.3308219095946635,9,0
Paid Ads,6.895825153568958,0.473853106931238,5,3,0.5949642153368557,No,Tablet,Evening,No,2.4237287836021415,0.7981866227340353,74,1
Organic Search,6.7772319660209135,0.16288079844510817,7,3,0.4621100214827857,Yes,Mobile,Afternoon,Yes,4.910601787469481,0.2710506965431565,33,1
Organic Search,6.165452593884936,0.23983181676744222,4,3,0.3323727099911164,No,Tablet,Afternoon,No,5.959809034434146,0.35628348496232576,21,1
Organic Search,10.362629972980596,0.7129162482114829,6,3,0.9569566827102525,Yes,Tablet,Afternoon,No,3.591632156143165,0.011234193221261735,66,1
Direct,6.060414561570456,0.2150889561061368,5,7,0.3885528011844412,Yes,Desktop,Evening,Yes,3.038059256152268,0.07998295173004766,1,1
Direct,10.540313327024734,0.5868657493451995,5,3,0.7791804321603308,No,Mobile,Afternoon,Yes,3.2419203466855517,0.5106673496921658,59,1
Organic Search,8.056997246779613,0.3043626605532601,6,5,0.48922194545763603,Yes,Mobile,Afternoon,Yes,6.015639131676518,0.5568639773065039,75,1
Organic Search,6.436235579431611,0.39936482864657374,6,1,0.2090648167675052,No,Tablet,Evening,No,5.016729553942946,0.45724522885107566,29,1
Social Media,9.855221647232405,0.45891852418867446,6,4,0.5942857936670326,No,Desktop,Evening,No,4.165938730392195,0.8352381939132428,26,1
Organic Search,5.817638225830645,0.0,3,2,0.8508482382979403,No,Desktop,Afternoon,No,3.105836305241003,0.20505965781118973,79,0
Direct,9.914552122184638,0.10745653291454021,5,3,0.44308678240351296,No,Desktop,Afternoon,Yes,6.899132623862661,0.13812565385800768,27,1
Paid Ads,8.638178363575355,0.4172666037574325,5,3,0.40569135411196244,No,Desktop,Evening,Yes,2.7640266243980527,0.15326518119004284,44,0
Direct,6.211025932724238,0.25513848724322397,5,1,0.5141038529946778,No,Mobile,Night,Yes,6.735731491018411,0.03315600700969512,13,1
Organic Search,9.585904446003678,0.5993162590549245,3,6,0.25567634501336156,Yes,Tablet,Morning,Yes,6.587580150692888,0.9962190528168069,79,1
Organic Search,9.639769177065917,0.07877582382637505,7,1,0.38469782109457384,No,Mobile,Morning,No,5.481929333104034,0.40989428866464717,12,1
Social Media,11.472558817429874,0.5130510112515975,2,1,0.786255030056092,No,Desktop,Morning,Yes,6.048001142668827,0.3622478352921379,94,0
Paid Ads,10.898441037227887,0.12475575591913474,3,2,0.4366743457213528,Yes,Mobile,Afternoon,No,5.314743758369083,0.05605206490206316,60,1
Organic Search,9.473822062178849,0.32957900117111427,5,1,0.22812278923476564,No,Mobile,Afternoon,No,4.255134318661843,0.7983032080870552,63,1
Organic Search,4.61722714637371,0.18712444715240723,5,1,0.43697335955922206,No,Mobile,Morning,Yes,4.435648403445598,0.4821344165494278,15,1
Social Media,15.34576096452217,0.7804859760942396,7,3,0.47645985679309527,No,Mobile,Afternoon,Yes,6.354662428745324,0.06600729038972997,86,0
Direct,3.7891513667845693,0.13210156740599283,6,3,0.4876462330584698,Yes,Mobile,Morning,No,2.116032095140676,0.9906025385488071,59,0
Direct,10.847789522846927,0.37558806092619534,6,2,0.8071425754015311,No,Mobile,Evening,No,5.97744096125346,0.8488552861572051,26,1
Direct,9.293851450658895,0.05463277039596959,5,2,0.9789840768090224,No,Mobile,Evening,Yes,6.505988288047911,0.7357889842751012,89,1
Direct,4.477572882556656,0.719914024414118,3,2,0.5460588334147244,No,Mobile,Afternoon,Yes,5.724248082501325,0.3820980415936528,59,0
Organic Search,7.627097183364502,0.48025648323544107,5,2,0.7572594722954747,Yes,Desktop,Afternoon,No,7.1031707376775195,0.6075830897001441,23,1
Organic Search,7.763741341266079,0.4273946179197336,3,4,0.539347863785728,No,Mobile,Night,Yes,4.948576957137559,0.8362773836648595,95,1
Organic Search,11.916748147431571,0.6948625878583452,5,6,0.15485935318450506,Yes,Desktop,Evening,Yes,6.986455487721856,0.371385650965791,79,1
Direct,5.860067299159366,0.42948448828452246,6,4,0.11853558399107428,No,Mobile,Morning,No,6.698789888774558,0.004496290250684654,89,0
Paid Ads,7.214164980726938,0.44391427122821536,5,7,0.41084399782571984,Yes,Mobile,Evening,No,2.531414046708622,0.13564220487490175,21,1
Organic Search,1.0,0.4263450576130303,4,1,0.2887436533510214,No,Mobile,Afternoon,No,2.1297936857408106,0.29015629078448957,33,1
Organic Search,13.20428837937073,0.5127268650886239,9,2,0.30584398441785443,Yes,Desktop,Evening,Yes,5.043500286967703,0.38317954343732397,19,1
Organic Search,4.788595270939787,0.3015117232157475,3,1,0.16853730414190382,No,Mobile,Afternoon,Yes,6.458426440038358,0.670260973514944,27,1
Organic Search,8.980732592717525,0.3571425385273336,3,6,0.8626543245300617,No,Mobile,Evening,No,4.895821542612512,0.28062716002920085,84,1
Direct,7.695776510834408,0.5620669256914892,6,4,0.847735784545966,Yes,Desktop,Evening,Yes,5.781741811769148,0.4635199409650589,8,1
Direct,7.70599709964998,0.45547459031157644,3,3,0.5865873167595533,No,Desktop,Morning,No,6.323765556271557,0.8148584830613519,88,1
Paid Ads,10.429585954612625,0.3771512171795749,5,4,0.32876849954138626,No,Mobile,Evening,No,3.058373693887276,0.9373510638432538,7,1
Social Media,13.013787380910903,0.11989552179385754,3,6,0.627118356564793,No,Desktop,Afternoon,No,4.974540233230877,0.8187973100217367,16,1
Organic Search,8.754481009825975,0.6996100569073191,4,1,0.5569598939280409,No,Mobile,Evening,Yes,7.192169943140797,0.4329142036581183,51,1
Direct,9.965234052891578,0.26770917800984584,5,1,0.6357275164094428,No,Mobile,Afternoon,No,6.810951810172909,0.9775912579233096,28,1
Organic Search,8.986674610181122,0.5974474476838514,8,2,0.42059458887597606,Yes,Mobile,Morning,Yes,8.688915945084377,0.09952906827240149,88,1
Paid Ads,11.052594271791879,0.4351507303376171,4,3,0.20211779451973727,No,Mobile,Evening,No,6.212792407739782,0.5931316286278677,75,1
Paid Ads,6.611250861541018,0.14130989545402595,4,4,0.43894987737257385,No,Desktop,Night,Yes,4.188598253274211,0.46895695586700625,25,1
Direct,11.226171663249243,0.650455095506123,2,3,0.45925661962825376,No,Mobile,Morning,Yes,4.291016224775416,0.37275938392361785,71,1
Direct,11.331499596942152,0.450908129279908,6,3,0.5140126624141935,Yes,Mobile,Morning,No,7.266939951722209,0.7017037555391963,43,1
Paid Ads,11.24761102604873,0.6670690713474086,4,4,0.28958783522675485,Yes,Desktop,Morning,No,6.15343445708082,0.6577200427649914,75,1
Organic Search,6.019556397990572,0.3635182598528163,4,4,0.44024700915687454,No,Mobile,Morning,Yes,6.233326714502758,0.011614936970105072,83,1
Direct,7.494987097288427,0.5408102459934109,8,2,0.6176460514094573,Yes,Desktop,Evening,Yes,4.031620124900443,0.35058367189391826,39,1
Direct,8.718400966341305,0.047494577730997245,7,4,0.4924274649315863,No,Desktop,Evening,No,7.2822222854280465,0.25974585615559365,42,1
Organic Search,3.887473865512983,0.2999568272812486,5,2,0.6490106667360996,Yes,Mobile,Morning,No,5.475539151950094,0.17461711726468243,61,1
Paid Ads,12.784760624258045,0.14540133355374568,10,2,0.195292404640316,No,Mobile,Morning,No,3.5131277299632453,0.39204781911706177,75,0
Social Media,7.963170399493472,0.32504322999232166,4,7,0.7027168742480426,No,Desktop,Evening,Yes,4.66430065360473,0.00394170181848863,64,1
Organic Search,8.851783662814166,0.494362347901229,4,1,0.3048453097760095,No,Tablet,Afternoon,No,9.260047475847749,0.6721031594205231,92,1
Organic Search,6.268986680818391,0.2790839824691709,7,3,0.5816489313745618,No,Desktop,Morning,No,4.997361903653283,0.5395697775435656,81,1
Direct,4.019367321898931,0.5727684187277564,6,3,0.5232999259715748,No,Mobile,Morning,No,5.470166313701771,0.6948407148861162,23,0
Organic Search,6.1879103435756875,0.22867747128999774,3,5,0.25678369312920146,No,Mobile,Evening,No,2.320454616598128,0.6731779316084028,0,1
Organic Search,8.657612562900765,0.5770473227299957,5,7,0.2779113001046738,Yes,Desktop,Night,No,4.027478028974741,0.9757713513242743,42,1
Organic Search,10.020286438261081,0.6619514331748073,4,5,0.39054962973281204,No,Mobile,Evening,No,7.378390720001951,0.9507151328315484,7,1
Organic Search,8.48537462180816,0.6027052270181972,4,3,0.5893921256795598,Yes,Mobile,Morning,Yes,1.6619994003228848,0.6282433706882105,45,1
Direct,9.04017204872585,0.3311621896340454,5,4,0.6793373578469908,Yes,Desktop,Afternoon,No,3.95181790862172,0.39586847610433484,67,1
Direct,6.98892087595587,0.0,7,1,0.6503410992379973,No,Tablet,Evening,No,2.1315468064849235,0.19637021701940416,68,0
Organic Search,9.488745698736285,0.5164333993474696,4,4,0.585666447220603,No,Mobile,Evening,Yes,5.2387664527994335,0.20682916173732402,32,1
Direct,12.44849859915772,0.37495305705693927,4,5,0.6617320047511551,Yes,Mobile,Morning,Yes,4.86619399740973,0.7241785013118078,82,1
Direct,10.11436832731696,0.20432141197452935,6,6,0.40351238725588984,Yes,Mobile,Evening,Yes,5.509516358015358,0.7737900853276216,30,1
